
DECIMAL       HEXADECIMAL     DESCRIPTION
675247        0xA4DAF         Intel x86 or x64 microcode, pf_mask 0x30000000, 0000-00-00, size 3053583360
675405        0xA4E4D         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x3ff00, size 2048
675513        0xA4EB9         Intel x86 or x64 microcode, sig 0x0000cc00, pf_mask 0xfe01fe01, 3000-78-00, rev 0x3ff00, size 4160879617
675657        0xA4F49         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x3ff00, size 2048
675728        0xA4F90         Broadcom firmware header Corporatio . Model: ÷. Firmware version: ì.
675909        0xA5045         Intel x86 or x64 microcode, sig 0x30003000, pf_mask 0x00, 6000-60-00, size 2048
676053        0xA50D5         Intel x86 or x64 microcode, sig 0x30000000, pf_mask 0x3001fe01, 0000-00-00, size 12288
676151        0xA5137         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
676194        0xA5162         Broadcom firmware header Corporatio 0. Model: . Firmware version: Àø.
676628        0xA5314         Broadcom firmware header Corporatio . Model: . Firmware version: Àð.
676699        0xA535B         Intel x86 or x64 microcode, pf_mask 0x01, 0000-00-00, size 1
676723        0xA5373         Intel x86 or x64 microcode, pf_mask 0x00, 0001-00-00, rev 0x-1fe0200, size 4026547200
676731        0xA537B         Intel x86 or x64 microcode, pf_mask 0xf0003c00, 0000-00-00, size 1006694401
676881        0xA5411         Intel x86 or x64 microcode, sig 0xcc00fc00, pf_mask 0xc600e600, 0000-7C-00, size 1056997120
678033        0xA5891         Intel x86 or x64 microcode, sig 0x0c000c00, pf_mask 0x87018601, 0000-0C-00, size 989888256
678393        0xA59F9         Intel x86 or x64 microcode, sig 0x6000f800, pf_mask 0x30003000, 0000-F8-00, size 402659328
678824        0xA5BA8         LZMA compressed data, properties: 0x66, dictionary size: 0 bytes, uncompressed size: 0 bytes
678986        0xA5C4A         Broadcom firmware header Corporatio . Model: à. Firmware version: .
678995        0xA5C53         Intel x86 or x64 microcode, pf_mask 0x8c018c00, 0000-00-00, rev 0x38003800, size 3590381057
679002        0xA5C5A         Broadcom firmware header Corporatio ÞÞ. Model: . Firmware version: üü.
679113        0xA5CC9         Intel x86 or x64 microcode, sig 0xe0000000, pf_mask 0xfc00cc00, C000-E0-03, size 2197915393
679149        0xA5CED         Intel x86 or x64 microcode, sig 0xfc000000, pf_mask 0x600fe00, E000-70-01, size 4278255360
679608        0xA5EB8         Broadcom firmware header Corporatio Ü. Model: Ì. Firmware version: .
679633        0xA5ED1         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 3993081857
679725        0xA5F2D         Intel x86 or x64 microcode, sig 0xe0033801, pf_mask 0xfc00cc00, C000-F0-00, size 2197915393
679761        0xA5F51         Intel x86 or x64 microcode, sig 0x8e01fc00, pf_mask 0xc7000300, 0000-F0-00, size 503322624
680228        0xA6124         LZMA compressed data, properties: 0x66, dictionary size: 0 bytes, uncompressed size: 0 bytes
680301        0xA616D         Intel x86 or x64 microcode, sig 0x0000e601, pf_mask 0xfe01fc01, 3800-FC-03, size 3187801856
680337        0xA6191         Intel x86 or x64 microcode, sig 0xfc000001, pf_mask 0x18003800, F000-98-00, size 2113961472
680715        0xA630B         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
680877        0xA63AD         Intel x86 or x64 microcode, sig 0x00019801, pf_mask 0xfe01fc01, 0000-98-00, size 3187801856
680913        0xA63D1         Intel x86 or x64 microcode, sig 0xf8000001, pf_mask 0xc301c701, 9800-98-01, size 1040219904
681091        0xA6483         Intel x86 or x64 microcode, sig 0x30003000, pf_mask 0x30003000, 3000-30-00, size 805318656
681165        0xA64CD         Intel x86 or x64 microcode, sig 0xf8019801, pf_mask 0xfe01fc01, F000-F8-00, size 3187801856
681201        0xA64F1         Intel x86 or x64 microcode, sig 0xce03fc03, pf_mask 0xcf01db01, 0000-78-00, size 989888256
681741        0xA670D         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
681849        0xA6779         Intel x86 or x64 microcode, sig 0x00019c00, pf_mask 0xff01ff01, 6000-F8-00, size 2080439808
682245        0xA6905         Intel x86 or x64 microcode, sig 0x30003000, pf_mask 0x00, 3000-30-00, size 2048
682389        0xA6995         Intel x86 or x64 microcode, sig 0x30000000, pf_mask 0x3001fe01, 0000-00-00, size 12288
682487        0xA69F7         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
682532        0xA6A24         Broadcom firmware header Corporatio 0. Model: þþ. Firmware version: À.
682677        0xA6AB5         Intel x86 or x64 microcode, sig 0xc600fe00, pf_mask 0x8001c000, 0000-7C-00, size 2080439809
682950        0xA6BC6         Broadcom firmware header Corporatio . Model: . Firmware version: .
682964        0xA6BD4         Broadcom firmware header Corporatio . Model: . Firmware version: Àà.
682986        0xA6BEA         Broadcom firmware header Corporatio . Model: Àà. Firmware version: .
683035        0xA6C1B         Intel x86 or x64 microcode, pf_mask 0x01, 0000-00-00, size 1
683059        0xA6C33         Intel x86 or x64 microcode, pf_mask 0x00, 0001-00-00, rev 0x-1fe0200, size 2013273600
683067        0xA6C3B         Intel x86 or x64 microcode, pf_mask 0x78001e00, 0000-00-00, size 2013388801
683217        0xA6CD1         Intel x86 or x64 microcode, sig 0xc600fe00, pf_mask 0x8601c600, 0000-7E-00, size 2113994241
683361        0xA6D61         Intel x86 or x64 microcode, sig 0x0601fe01, pf_mask 0x6000600, 0000-FE-00, size 100664832
683433        0xA6DA9         Intel x86 or x64 microcode, sig 0x86018601, pf_mask 0x86018601, 0000-86-00, size 2248246785
683469        0xA6DCD         Intel x86 or x64 microcode, sig 0x3000fc00, pf_mask 0x30003000, 0000-FC-00, size 4227922944
683577        0xA6E39         Intel x86 or x64 microcode, sig 0x06000600, pf_mask 0x6000600, 0000-06-00, size 4261543424
683613        0xA6E5D         Intel x86 or x64 microcode, sig 0xce018601, pf_mask 0xb601b601, 0000-86-00, size 2248246785
683649        0xA6E81         Intel x86 or x64 microcode, sig 0x8e018601, pf_mask 0xe601e601, 0000-86-00, size 2248246785
683685        0xA6EA5         Intel x86 or x64 microcode, sig 0xce00fc00, pf_mask 0x86018601, 0000-78-00, size 2013330433
683795        0xA6F13         Intel x86 or x64 microcode, sig 0x8601c600, pf_mask 0xc600e600, 7E00-FE-00, size 99841
683829        0xA6F35         Intel x86 or x64 microcode, sig 0xc600fe00, pf_mask 0x8001e000, 0000-7C-00, size 2080439809
684045        0xA700D         Intel x86 or x64 microcode, sig 0xce018601, pf_mask 0x30003000, 0000-86-00, size 805318656
684117        0xA7055         Intel x86 or x64 microcode, sig 0x18001800, pf_mask 0x18001800, F800-F8-00, size 4160755712
684333        0xA712D         Intel x86 or x64 microcode, pf_mask 0xfe00fc00, 0000-00-00, size 3187801856
684369        0xA7151         Intel x86 or x64 microcode, sig 0x06000600, pf_mask 0x86018601, 0000-06-00, size 1979776513
684404        0xA7174         LZMA compressed data, properties: 0x76, dictionary size: 0 bytes, uncompressed size: 0 bytes
684477        0xA71BD         Intel x86 or x64 microcode, pf_mask 0xfe01fe01, 0000-00-00, size 4160879617
684621        0xA724D         Intel x86 or x64 microcode, sig 0x00003800, pf_mask 0x30003000, 0000-38-00, size 805318656
684634        0xA725A         Broadcom firmware header Corporatio . Model: . Firmware version: ¶¶¶.
684729        0xA72B9         Intel x86 or x64 microcode, sig 0x30003c00, pf_mask 0x30003000, 0000-3C-00, size 805318656
684801        0xA7301         Intel x86 or x64 microcode, pf_mask 0x86018601, 0000-00-00, size 2248246785
684837        0xA7325         Intel x86 or x64 microcode, pf_mask 0x86018601, 0000-00-00, size 2013330433
684947        0xA7393         Intel x86 or x64 microcode, sig 0xec000000, pf_mask 0xc000c00, 0000-00-00, size 3072
685089        0xA7421         Intel x86 or x64 microcode, pf_mask 0xcc00cc01, 0000-00-00, size 805318656
685197        0xA748D         Intel x86 or x64 microcode, pf_mask 0x7800cc00, 0000-00-00, size 503330816
685269        0xA74D5         Intel x86 or x64 microcode, pf_mask 0x6000600, 0000-00-00, size 1006694401
685322        0xA750A         Broadcom firmware header Corporatio . Model: x. Firmware version: .
685331        0xA7513         Intel x86 or x64 microcode, pf_mask 0x8e018600, 0000-00-00, rev 0x38003800, size 3053565441
685338        0xA751A         Broadcom firmware header Corporatio ¶¶ææÆÆ. Model: . Firmware version: þþ.
685377        0xA7541         Intel x86 or x64 microcode, sig 0x0000e201, pf_mask 0x86018601, 1C00-FE-01, size 2248246785
685413        0xA7565         Intel x86 or x64 microcode, sig 0xfe000000, pf_mask 0xfe01fe01, 0000-00-00, size 4261543425
685449        0xA7589         Intel x86 or x64 microcode, sig 0x78000000, pf_mask 0xfe00cc00, F000-38-00, size 2248246785
685460        0xA7594         Broadcom firmware header Corporatio . Model: Ì. Firmware version: Îü.
685485        0xA75AD         Intel x86 or x64 microcode, sig 0xfe000000, pf_mask 0x600fe00, F000-38-00, size 4261543424
685496        0xA75B8         Broadcom firmware header Corporatio þ. Model: . Firmware version: Îü¸.
685521        0xA75D1         Intel x86 or x64 microcode, sig 0x78000000, pf_mask 0x86018601, F000-38-00, size 2013330433
685532        0xA75DC         Broadcom firmware header Corporatio x. Model: 0. Firmware version: .
685568        0xA7600         Broadcom firmware header Corporatio x. Model: . Firmware version: 0.
685665        0xA7661         Intel x86 or x64 microcode, sig 0x38001800, pf_mask 0x00, 3000-18-00, size 2048
685682        0xA7672         Broadcom firmware header Corporatio . Model: . Firmware version: .
685903        0xA774F         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2080389120
685944        0xA7778         Broadcom firmware header Corporatio î. Model: Ì. Firmware version: .
686006        0xA77B6         LZMA compressed data, properties: 0x66, dictionary size: 0 bytes, uncompressed size: 0 bytes
686061        0xA77ED         Intel x86 or x64 microcode, sig 0x30018600, pf_mask 0xfe00cc00, 7800-FC-00, size 2248246785
686097        0xA7811         Intel x86 or x64 microcode, sig 0xce00fc00, pf_mask 0xce018600, 0000-78-00, size 1006645248
686169        0xA7859         Intel x86 or x64 microcode, sig 0xfe000000, pf_mask 0x600fe00, 7800-CC-00, size 4261543424
686205        0xA787D         Intel x86 or x64 microcode, sig 0xfe000000, pf_mask 0x600fe00, CC00-CC-00, size 4261543424
686241        0xA78A1         Intel x86 or x64 microcode, sig 0x0000cc00, pf_mask 0xfe01fe01, 0000-CC-00, size 4160879617
686493        0xA799D         Intel x86 or x64 microcode, sig 0x0000cc00, pf_mask 0x86018601, 3000-78-00, size 2013330433
686565        0xA79E5         Intel x86 or x64 microcode, pf_mask 0x98019800, 0000-00-00, size 1711302144
686637        0xA7A2D         Intel x86 or x64 microcode, sig 0x0000e201, pf_mask 0xfe00fc00, 1C00-FE-01, size 3187801856
686673        0xA7A51         Intel x86 or x64 microcode, sig 0xfc000000, pf_mask 0x30003000, F000-38-00, size 4227922944
686684        0xA7A5C         Broadcom firmware header Corporatio ü. Model: . Firmware version: Îü.
687035        0xA7BBB         Intel x86 or x64 microcode, sig 0x0000c600, pf_mask 0x00, 3800-7C-00, rev 0x10000000, size 2048
687048        0xA7BC8         LZMA compressed data, properties: 0xC6, dictionary size: 0 bytes, uncompressed size: 0 bytes
687213        0xA7C6D         Intel x86 or x64 microcode, sig 0x0000cc00, pf_mask 0xfe00fc00, 0000-CC-00, size 3187801856
687249        0xA7C91         Intel x86 or x64 microcode, sig 0x78000000, pf_mask 0x86018601, CC00-CC-00, size 2013330433
687427        0xA7D43         Intel x86 or x64 microcode, sig 0x30003000, pf_mask 0x30003000, 3000-30-00, size 805318656
687501        0xA7D8D         Intel x86 or x64 microcode, sig 0xf800cc00, pf_mask 0xfe00fc00, 7800-CC-00, size 3187801856
687537        0xA7DB1         Intel x86 or x64 microcode, sig 0xce01fc01, pf_mask 0x9e01b601, 0000-B8-00, size 1979776513
687572        0xA7DD4         LZMA compressed data, properties: 0x76, dictionary size: 0 bytes, uncompressed size: 0 bytes
687608        0xA7DF8         LZMA compressed data, properties: 0x76, dictionary size: 0 bytes, uncompressed size: 0 bytes
687919        0xA7F2F         Intel x86 or x64 microcode, pf_mask 0x30000000, 0000-00-00, size 3053583360
688077        0xA7FCD         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
688185        0xA8039         Intel x86 or x64 microcode, sig 0x0000cc00, pf_mask 0xfe01fe01, 3000-78-00, size 4160879617
688329        0xA80C9         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
688414        0xA811E         Broadcom firmware header Corporatio . Model: . Firmware version: `.
688437        0xA8135         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
688591        0xA81CF         Intel x86 or x64 microcode, sig 0xe0000000, pf_mask 0xf001f803, 000F-00-00, rev 0x-1000000, size 3272001286
689163        0xA840B         Intel x86 or x64 microcode, sig 0xf0000000, pf_mask 0xe0070006, 000F-00-00, rev 0x-1000000, size 196611
689514        0xA856A         Broadcom firmware header Corporatio p. Model: . Firmware version: À.
689734        0xA8646         Broadcom firmware header Corporatio óûÛÛÛûs. Model: . Firmware version: .
689999        0xA874F         Intel x86 or x64 microcode, sig 0xfc000000, pf_mask 0xfe000600, 000F-00-00, rev 0x-1000000, size 117442048
690087        0xA87A7         Intel x86 or x64 microcode, sig 0x0c000000, pf_mask 0xfe030607, 000F-00-00, rev 0x-1000000, size 2265122307
690131        0xA87D3         Intel x86 or x64 microcode, sig 0xf0000000, pf_mask 0x60006000, 000F-00-00, rev 0x-1000000, size 805335040
690351        0xA88AF         Intel x86 or x64 microcode, sig 0x0c000000, pf_mask 0x36033e07, 000F-00-00, rev 0x-1000000, size 3875759619
690395        0xA88DB         Intel x86 or x64 microcode, sig 0xf0000000, pf_mask 0x7060606, 000F-00-00, rev 0x-1000000, size 50529031
690529        0xA8961         Intel x86 or x64 microcode, sig 0xfc01fc00, pf_mask 0xfe03fe07, 0000-00-00, rev 0xfff00, size 2197931776
690923        0xA8AEB         Intel x86 or x64 microcode, sig 0xe003e000, pf_mask 0x30003000, 000F-00-00, rev 0x-1000000, size 402659328
691160        0xA8BD8         Broadcom firmware header Corporatio ÿ¾. Model: . Firmware version: .
691187        0xA8BF3         Intel x86 or x64 microcode, pf_mask 0xc03fc01, 000F-00-00, rev 0x-1000000, size 2265054723
691363        0xA8CA3         Intel x86 or x64 microcode, pf_mask 0x8e01fc00, 000F-00-00, rev 0x-1000000, size 50593539
691539        0xA8D53         Intel x86 or x64 microcode, sig 0xe0000000, pf_mask 0x6000f800, 000F-00-00, rev 0x-1000000, size 1879072768
691601        0xA8D91         Intel x86 or x64 microcode, sig 0x6000e000, pf_mask 0x3f003000, C000-C0-00, rev 0x-7ff0800, size 1048320
691803        0xA8E5B         Intel x86 or x64 microcode, pf_mask 0xe03fc01, 000F-00-00, rev 0x-1000000, size 50725638
692067        0xA8F63         Intel x86 or x64 microcode, pf_mask 0x6030603, 000F-00-00, rev 0x-1000000, size 2197914371
692111        0xA8F8F         Intel x86 or x64 microcode, pf_mask 0x6070606, 000F-00-00, rev 0x-1000000, size 3959475201
692199        0xA8FE7         Intel x86 or x64 microcode, pf_mask 0x98071c06, 000F-00-00, rev 0x-1000000, size 4160778240
692331        0xA906B         Intel x86 or x64 microcode, pf_mask 0x1c07f803, 000F-00-00, rev 0x-1000000, size 100664832
692463        0xA90EF         Intel x86 or x64 microcode, sig 0xf8067000, pf_mask 0x1e03fe01, 000F-00-00, rev 0x-1000000, size 117638659
692481        0xA9101         Intel x86 or x64 microcode, sig 0x06030603, pf_mask 0x18301, 1E03-0E-03, rev 0x-1fe0a00, size 1048320
692507        0xA911B         Intel x86 or x64 microcode, pf_mask 0xfe03fe03, 000F-00-00, rev 0x-1000000, size 4261674499
692639        0xA919F         Intel x86 or x64 microcode, sig 0x0000f003, pf_mask 0x3030703, 000F-C0-00, rev 0x-1000000, size 2198012675
692789        0xA9235         Intel x86 or x64 microcode, sig 0x83038703, pf_mask 0x1be01, 0603-06-03, rev 0x6030600, size 1048320
692815        0xA924F         Intel x86 or x64 microcode, sig 0xe000c000, pf_mask 0x00, 000F-00-00, rev 0x-1000000, size 2048
693233        0xA93F1         Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 3221286912
693431        0xA94B7         Intel x86 or x64 microcode, sig 0x3803f001, pf_mask 0xc001800, 000F-C0-00, rev 0x-1000000, size 201329665
693475        0xA94E3         Intel x86 or x64 microcode, sig 0x00033003, pf_mask 0xfc000c00, 000F-30-00, rev 0x-1000000, size 234884096
693519        0xA950F         Intel x86 or x64 microcode, sig 0x98000000, pf_mask 0x8e01fc00, 000F-00-00, rev 0x-1000000, size 50593539
693537        0xA9521         Intel x86 or x64 microcode, sig 0xff03ff03, pf_mask 0xfc01, 8E01-06-03, rev 0x-3ff0800, size 1048320
693669        0xA95A5         Intel x86 or x64 microcode, sig 0x60006000, pf_mask 0x3000, 6000-60-00, rev 0x-7ff0800, size 1048320
693827        0xA9643         Intel x86 or x64 microcode, sig 0x3803f001, pf_mask 0x6070606, 000F-C0-00, rev 0x-1000000, size 2198045443
694021        0xA9705         Intel x86 or x64 microcode, sig 0xfe03fc03, pf_mask 0x3be03, 0C03-00-03, rev 0x-3fe0800, size 1048320
694153        0xA9789         Intel x86 or x64 microcode, sig 0x60006000, pf_mask 0x3000, 6000-60-00, rev 0x-7ff0800, size 1048320
